character,line,episode
Michael:," She's not the only one that's going to be eating it, right? I think everybody likes ice-cream cake. It's not, uh, it's not just about her, so...",no1-04.php
Pam:, It is... her birthday.,no1-04.php
Michael:," Mint chocolate chip! That'd be good, how about some, mint chocolate chip?",no1-04.php
Dwight:," Hey, so listen, I was thinking that it might be a good idea if you and I formed an alliance. 'Cause of the downsizing? I think an alliance might be a good idea, you know. Help each other out.",no1-04.php
Dwight:," Do you want to form, an alliance, with me?",no1-04.php
Jim:," Absolutely, I do.",no1-04.php
Dwight:," Good, good. Excellent, OK. Now we need to figure out who's vulnerable and who's protected...",no1-04.php
Jim:," At that moment, I was so happy. I mean, everything Dwight does annoys me.",no1-04.php
Dwight:, Did you get your tickets?,no1-04.php
Jim:, To what?,no1-04.php
Dwight:, The gun show. [Rolls up his sleeve and kisses his bicep],no1-04.php
Jim:," And I spend hours thinking of ways to get back at him, but only in ways that could get me arrested. And then here he comes and he says ""No, Jim, here's a way.""",no1-04.php
Dwight:, There's one other thing and this is important. Let's keep this alliance totally a secret. Don't tell anyone.,no1-04.php
Pam:, An alliance?,no1-04.php
Jim:, Oh yeah.,no1-04.php
Pam:, What does that even mean?,no1-04.php
Jim:," I think it has something to do with Survivor, but I'm not sure.",no1-04.php
Jim:," Um, I know that it involves spying on people and we may build a fort, underground.",no1-04.php
Dwight:," Jim! Hey. Hi, Pam. Listen, could I talk to you a second about the... paper products?",no1-04.php
Dwight:, Did you tell Pam about the alliance?,no1-04.php
Jim:, What? No.,no1-04.php
Dwight:, Just now.,no1-04.php
Jim:," What? Oh no no no. Dwight, no. I'm using her, for the alliance. Who knows the most information about this office? Pam.",no1-04.php
Dwight:," Right, that's good, good, pursue this.",no1-04.php
Jim:, Well I'm trying to. Do you see what I'm doing?,no1-04.php
Dwight:, Mmm hmm.,no1-04.php
Jim:," But listen, I'm going to have to talk to her a lot. All right? And there may be chatting, and giggling. And you gotta just pretend to ignore it. Wipe it away.",no1-04.php
Dwight:, Done.,no1-04.php
Jim:, All right.,no1-04.php
Michael:," [to the camera] Can you get her? She's right there. [camera zooms in on Meredith at here desk] That is Meredith, the birthday girl. And this... is Meredith's card. Happy Bird-Day. [laughs] Um, let's see. Jim, Jim wrote, ""Meredith, I heard you're turning 46, but, come on, you're an accountant. Just fudge the numbers."" Not bad, pretty funny, I don't appreciate condoning corporate fraud though. Uh, here's the thing. Whatever I write here has to be really, really funny. Because people out there are expecting it. I've already set the bar really high. And they're all worried about their jobs, you know. It's kinda dark out there. Can you imagine if I wrote something like, uh, ""Oh, Meredith. Happy Birthday. You're great. Love, Michael."" [pretends to vomit and laughs]",no1-04.php
Dwight:," They seem awfully chummy, don't you think?",no1-04.php
Jim:," Yeah, what do you think that's about?",no1-04.php
Dwight:, Only one way to find out.,no1-04.php
Jim:, I'm on it.,no1-04.php
Jim:, You are not going to believe this.,no1-04.php
Dwight:, What? I believe it.,no1-04.php
Jim:," Well, tensions were high in the kitchen.",no1-04.php
Dwight:," I could tell, from the body language.",no1-04.php
Jim:," Hey Kev, that looks good. What is it? Turkey?",no1-04.php
Kevin:, Italian.,no1-04.php
Jim:," Oh, Italian. Nice. Wow! You got the works there. Red onion, provolone...",no1-04.php
Kevin:, Yeah.,no1-04.php
Jim:," Toby and Kevin, they're trying to get Angela kicked off.",no1-04.php
Dwight:," Good, let 'em. It helps our cause.",no1-04.php
Jim:," Well, I don't know, if Kevin's in accounting, and Toby's in Human Resources and they're talking...",no1-04.php
Dwight:," Oh, they're forming an alliance",no1-04.php
Toby:, I love their sandwiches.,no1-04.php
Jim:, I love their sandwiches too.,no1-04.php
Kevin:, Their bread's really good.,no1-04.php
Jim:, Their bread is very good.,no1-04.php
Dwight:, Damn it. God!,no1-04.php
Jim:," OK, listen, we need to assume that everyone in the office is forming an alliance and is therefore trying to get us kicked off.",no1-04.php
Dwight:, God... Damn it! Why us?,no1-04.php
Jim:," Because we're strong, Dwight. Because we're strong.",no1-04.php
Michael:," [staring at birthday card] Meredith, Meredith... Meri... Mary had a little lamb. Mary... Meredith had a little lamb. Don't bring that lamb to work or it'll poop on the floor.",no1-04.php
Michael:," Hey, Oscar! Come on in. What's up?",no1-04.php
Oscar:," Uh, I'm sorry to bother you.",no1-04.php
Michael:," Oh, not at all. Come on in. What's going on?",no1-04.php
Oscar:," My nephew is involved with, um, a charity for cerebral palsy, and I was wondering if maybe you'd like to... you know... if...",no1-04.php
Michael:, What?,no1-04.php
Oscar:, Donate to the charity?,no1-04.php
Michael:," Oh, God. Of course I would. Get it over here. Get that over here.",no1-04.php
Oscar:, Thank you.,no1-04.php
Michael:," No, I'm always good... for some serious buckage. Wow. Two dollars, three dollars? People out here do not care about diseases. I am going to give you... $25.",no1-04.php
Oscar:, That's... that's... that's very generous.,no1-04.php
Michael:," Oh, my gosh, well... Listen, Oscar, generosity and togetherness and community all convalescences into... morale. That's what I say, so...",no1-04.php
Pam:," [whispering] Hey, Jim, can I talk to you for a second?",no1-04.php
Jim:," Sure, what's up?",no1-04.php
Pam:," Um, I don't know, I'm just like, I'm going a little crazy 'cause I keep overhearing all these conversations between Michael and corporate about like, staff issues?",no1-04.php
Jim:, Oh no?,no1-04.php
Pam:," Yeah, he's making me take notes on these meetings and I'm, like, ""These people are my friends."" But he's all like, ""This is confidential. You can't tell anybody."" But I just feel like I want to... aaah. Just promise me you're not gonna say anything.",no1-04.php
Jim:," No, will not, I'm not going to tell anybody. This is between you and me.",no1-04.php
Pam:," OK, yeah.",no1-04.php
Dwight:, Jackpot.,no1-04.php
Jim:, That was beautiful. All her idea too. Awesome. She is so great.,no1-04.php
Michael:," [looking at birthday card] Meredith, bad breath. Meredith has bad breath.",no1-04.php
Dwight:," Hey, you wanted to see me?",no1-04.php
Michael:, Yeah. What do you know about Meredith?,no1-04.php
Dwight:, I don't think she'd be missed.,no1-04.php
Michael:," There's not going to be downsizing Dwight, OK? I just, I need to know a little bit more about my friend.",no1-04.php
Dwight:," Name, Meredith Palmer. Uh, personal information, divorced twice, two kids. Uh, Employer, Dunder Mifflin Paper Incorporated. Awards, multiple Dundies.",no1-04.php
Michael:," I know all that. I know all that. I just, I need something kind of embarrassing, you know. Kind of fun, inside.",no1-04.php
Dwight:, She had a hysterectomy.,no1-04.php
Michael:, [laughs] Which one is that again?,no1-04.php
Dwight:, That's where they remove the uterus.,no1-04.php
Michael:," Oh God! Dwight, no. I'm trying to write something funny. What am I going to do with a removed uterus?",no1-04.php
Dwight:, It could be kind of funny.,no1-04.php
Michael:," You know what, I am on a deadline here, and just... OK. Thanks, thanks for your help. I'll work it out. Thank you Dwight. That was a waste of time.",no1-04.php
Jim:," OK, here's the deal. All right? Pam says that one of the alliances is meeting in the warehouse during Meredith's birthday.",no1-04.php
Dwight:," Oh my God, we have to be there.",no1-04.php
Jim:," I know, but it's gonna be a little tough because there's no good place to hide there.",no1-04.php
Dwight:," No no, yes there is. Behind the shelves. Oh my God.",no1-04.php
Jim:, What? What?,no1-04.php
Dwight:, I know. I know exactly what to do.,no1-04.php
Jim:, [gives Dwight a high five] Great.,no1-04.php
Dwight:," I'm a deer hunter. I go all the time with my dad. One thing about deer, they have very good vision. One thing about me, I am better at hiding than they are... at vision.",no1-04.php
Dwight:," This is going to be perfect, OK? Centrally located. Perfect cover. I can hear and see everything.",no1-04.php
Jim:, Good.,no1-04.php
Ryan:, Michael? Are you done yet?,no1-04.php
Michael:," Almost there. Just a sec. Just a second. It is perfect, thank you. Excellent, here we go. It is time, thank you. OK, come on. Let's go! Get the cake. Here we go. Come on! Shhh. Be quiet.",no1-04.php
Jim:," Wait, this isn't gonna work. The lid's open.",no1-04.php
Dwight:, So tape it down.,no1-04.php
Jim:, I can't do that. You won't be able to breathe.,no1-04.php
Dwight:," Look, I can breathe just fine. OK, but if it makes you feel better, I'll poke holes in the box.",no1-04.php
Jim:," Thank you, thank you. OK.",no1-04.php
Everybody:, Surprise!,no1-04.php
Meredith:, Oh! Surprise.,no1-04.php
Angela:," No, it's ah...",no1-04.php
Michael:," It's surprise Meredith. One, two...",no1-04.php
Everybody:, [tunelessly] Happy birthday to you.,no1-04.php
Michael:, Find a key.,no1-04.php
Everybody:, Happy birthday...,no1-04.php
Jim:," So do you want me to stay here and, you know, stand next to the box?",no1-04.php
Dwight:," No, you need to go upstairs to the party so people don't notice we're both gone.",no1-04.php
Jim:, Right... That's good.,no1-04.php
Dwight:," Can I trust Jim? I don't know. Do I have a choice? No, frankly, I don't. Will I trust Jim? Yes. Should I trust Jim? You tell me.",no1-04.php
Everybody:," [singing] ... birthday, dear Meredith Happy birthday to you...",no1-04.php
Michael:, And many more!,no1-04.php
Stanley:," Last year, five years ago...",no1-04.php
Michael:," You were surprised, weren't you?",no1-04.php
Meredith:, Yes.,no1-04.php
Michael:," You looked freaked, man. We said ""Surprise."" You were, like, ""What?"" ""What the hell's goin' on here?"" Good cake. Why don't you have some?",no1-04.php
Meredith:," Uh, I can't. Um...",no1-04.php
Michael:, Come on. A little bit.,no1-04.php
Meredith:, I can't eat dairy.,no1-04.php
Michael:," Oh, right. God, too bad. It's so good.",no1-04.php
Meredith:," Yeah, it makes me sick.",no1-04.php
Michael:," You know what? If I were allergic to dairy, I think I'd kill myself. 'Cause this is way, way too good.",no1-04.php
Pam:, He's in a box?,no1-04.php
Jim:," Pam, he's in a box. He's downstairs, in a box, on the floor, near the shelves. I'm serious. Go down there and work your magic.",no1-04.php
Pam:," [on her cell phone] Hey where are you? Yeah, we were supposed to meet here. What? Oh my gosh! That ties in perfectly with something that Michael was telling me earlier! I just don't know what some of the people in, like, accounting are going to do? It said specifically that...",no1-04.php
Dwight:, [box falls over] Oh.,no1-04.php
Michael:," Jim, good party, huh? Just a little something I whipped up. You know, a little morale boost. No big deal.",no1-04.php
Jim:," Speaking of which, I meant to tell you. Very impressive, the uh, donation you gave to Oscar's charity. What was it? 25 bucks?",no1-04.php
Michael:," Well, you know, money isn't everything Jim. It's not the key to happiness. You know what is? Joy. You should remember that. Maybe you'll give more than three dollars next time.",no1-04.php
Jim:," Yeah, well, three dollars a mile. It's gonna end up being like 50 bucks. So... God, I can't even calculate what you're gonna have to give.",no1-04.php
Michael:, Is Oscar around?,no1-04.php
Michael:," I just thought it was kind of a flat, you know... 25 dollar, one-time donation. I didn't think it was per mile kinda deal. You know, so...",no1-04.php
Oscar:," Well, that's what a walk-a-thon is.",no1-04.php
Michael:, I know...,no1-04.php
Oscar:," It says it right on the sheet. Look, look at the sheet. It says, ""However many dollars per mile.""",no1-04.php
Michael:, Right. Got it. Yes. So it does. Um...,no1-04.php
Oscar:, I just think it's kind of cheap to un-donate money to a charity.,no1-04.php
Michael:," No, no, no, no, no. That wasn't what I wasn't, that wasn't... No. It-it-it's not about the money. It's just... it... it's the ethics of the thing, Oscar. How's your nephew? Is he in good shape?",no1-04.php
Oscar:, Yeah.,no1-04.php
Michael:, How many miles did he do last year?,no1-04.php
Oscar:," Last year, he walked 18 miles.",no1-04.php
Michael:, Son of a bitch. That is impressive.,no1-04.php
Pam:, Happy Birthday. [gives Meredith her card],no1-04.php
Michael:, Read it out loud. And say who wrote everything so we know whose is the best.,no1-04.php
Meredith:," ""Happy Bird-day"" Um... ""Meredith, good news. You're not actually a year older because you work here, where time stands still.""",no1-04.php
